gender_labels,sexuality_labels,dk_column,dk_entry
['02_Gender: Cis Mann'],['01_Sexualität: Schwul'],DK02x01_Gender: Nennung 1,keine
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK02x01_Gender: Nennung 1,"Nonbinary Menschen gibt's nicht, nur Männlein und Weiblein "
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK02x01_Gender: Nennung 1,Ich wäre unmännlich weil ich Kleider/weibliche Kleidung trage
['01_Gender: Cis Frau'],['08_Sexualität: Andere'],DK02x01_Gender: Nennung 1,Ich werde grundsätzlich unterschätzt und Menschen hören mir oft nur selektiv zu
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK02x01_Gender: Nennung 1,Nur eine Phase 
"['05_Gender: Nicht Binär', '07_Gender: Agender', '11_Gender: Gender fluid']",['04_Sexualität: Pansexuell'],DK02x01_Gender: Nennung 1,Du tust nur so 
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02x01_Gender: Nennung 1,Als Frau musst du so klein und schmal wie möglich sein
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK02x01_Gender: Nennung 1,Frauen sind weniger leistungsfähig als Männer
['05_Gender: Nicht Binär'],"['06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK02x01_Gender: Nennung 1,"Ich bin doch eigentlich nur maskulin, das bedeutet ja nicht das mein Geschlecht anders ist"
['02_Gender: Cis Mann'],['09_Sexualität: Heterosexuell'],DK02x01_Gender: Nennung 1,Ein Mann muss stark sein. Ein Mann muss führen und bestimmen. 
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK02x02_Gender: Nennung 2,"als cis frau werden ich eher mit misogynen vorurteilen konfrontiert, nehme ich sn"
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK02x02_Gender: Nennung 2,unterschätzt
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK02x02_Gender: Nennung 2,"Ich wäre eindeutig eine cis-Frau und wolle nur Teil der LQBTQIA+ community sein weil es ""cool"" und ""counter-culture"" sei"
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK02x02_Gender: Nennung 2,Du bist zu... traditionell feminin... 
['11_Gender: Gender fluid'],"['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell']",DK02x02_Gender: Nennung 2,"Das ist mich nur weniger anzüglich/ männlicher (bin afab) anziehe, um ungewünschte Aufmerksamkeit von Männern zu vermeiden."
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02x02_Gender: Nennung 2,"Vorurteil, dass ich einfach nur maskuliner aussehen möchte um Sexismus zu entkommen. Nö, mir geht's einfach besser so. "
['14_Gender: Keine Angabe'],['03_Sexualität: Bisexuell'],DK02x02_Gender: Nennung 2,Alle Stereotype mit denen Frauen diskriminiert werden
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK02x02_Gender: Nennung 2,sind süß und schwach und dumm
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK02x02_Gender: Nennung 2,Feminität als Mann zu zeigen ist schlecht
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK02x02_Gender: Nennung 2,"Nicht-binäre Menschen sind psychisch krank, nicht trans"
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK02x02_Gender: Nennung 2,Trend
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK02x02_Gender: Nennung 2,Kleidungsstil und kurze Haare bedeuten automatisch Bier als Getränk und nicht Aperol
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02x02_Gender: Nennung 2,Klein
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02x02_Gender: Nennung 2,"Nach Ansprache ""ah sorry, du bist ja eine Frau"" "
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK02x02_Gender: Nennung 2,"""Ist das nicht total egal, wie ich dich anspreche? Reicht doch, dass ich dich gern habe"""
"['05_Gender: Nicht Binär', '12_Gender: Gender queer']","['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK02x02_Gender: Nennung 2,"""Du bist einfach ne männliche Frau/ n weiblicher Mann"""
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02x02_Gender: Nennung 2,Frauen sind emotional weniger stabil als Männer.
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK02x02_Gender: Nennung 2,Fragen nach einem Grund für mein Queersein
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK02x02_Gender: Nennung 2,"Wenn ich ein Mann 'sein will', dann sollte ich den (sexistischen) Erwartungen an Männern konform werden."
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK02x02_Gender: Nennung 2,trans Männer wollen sich nur mit LGB-Feindlichkeit nicht auseinandersetzen müssen
['04_Gender: Trans Mann'],['10_Sexualität: Keine Angabe'],DK02x02_Gender: Nennung 2,Mehrfaches fragen wie es mit dem Geschlechtsverkehr läuft welche genauen Vorlieben ich denn dann habe
['10_Gender: Andere'],['01_Sexualität: Schwul'],DK02x02_Gender: Nennung 2,"die Bemühungen der Familie, aus mir das zu machen, was sie von mir glauben"
['05_Gender: Nicht Binär'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK02x02_Gender: Nennung 2,Nichtbinarität ist ausgedacht
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK02x02_Gender: Nennung 2,Du musst (auch als NB) immer entgegen
"['05_Gender: Nicht Binär', '07_Gender: Agender', '11_Gender: Gender fluid']",['04_Sexualität: Pansexuell'],DK02x02_Gender: Nennung 2,Das idt eine phase
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02x02_Gender: Nennung 2,"Als Frau musst du dich Männern unterordnen, sie sind stärker besser cooler als du"
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK02x02_Gender: Nennung 2,Frauen sind weinerlich/zimperlich/stellen sich an
['05_Gender: Nicht Binär'],"['06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK02x02_Gender: Nennung 2,Es gibt nur zwei Geschlechter.
['02_Gender: Cis Mann'],['09_Sexualität: Heterosexuell'],DK02x02_Gender: Nennung 2,Emotion zu zeigen wird leider oft noch als Schwäche gesehen. 
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK02x03_Gender: Nennung 3,ausgegrenzt
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK02x03_Gender: Nennung 3,"Ich würde nur versuchen, soziale unangepasstheit zu legitimieren"
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK02x03_Gender: Nennung 3,"Endlich mal jemand, der voll normal ist! Wie viele Kinder möchtest du?"
['11_Gender: Gender fluid'],"['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell']",DK02x03_Gender: Nennung 3,Das ich mich nur unwohl in meinem Körper aufgrund von Medien oder Geschlechterrollen fühle.
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02x03_Gender: Nennung 3,"Vorurteil, dass ich deswegen irgendwie sexuell promiskutiv sei oder einfach zu haben. "
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK02x03_Gender: Nennung 3,"Mitgefühl ist ein ""weibliches"" Persönlichkeitsmerkmal"
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK02x03_Gender: Nennung 3,"Geschlechtsangleichende Maßnahmen für nicht-binäre Menschen sind überflüssig, da es ja keine nicht-binären Sexualorgane gäbe"
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02x03_Gender: Nennung 3,"Generelles Misgendern, weil nicht nach pronomen gefragt wird"
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK02x03_Gender: Nennung 3,Das ist nur eine Phase
"['05_Gender: Nicht Binär', '12_Gender: Gender queer']","['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK02x03_Gender: Nennung 3,"""Du wurdest als Kind nie geliebt/ hast n Trauma/ psychische Erkrankungen und bist deshalb so"""
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02x03_Gender: Nennung 3,"Frauen richten ihr Aussehen danach, wie sie Männern am besten Gefallen."
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK02x03_Gender: Nennung 3,Queersein wurde als Entscheidung von mir angesehen
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK02x03_Gender: Nennung 3,"Das mich niemand lieben könnte, wenn ich nicht alle Operationen habe."
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK02x03_Gender: Nennung 3,trans Männer wollen sich nur wichtig machen und andere bekehren
['05_Gender: Nicht Binär'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK02x03_Gender: Nennung 3,Du möchtest dich nur besonders fühlen
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK02x03_Gender: Nennung 3,deines bei der geburt zugewiesenen Gender
"['05_Gender: Nicht Binär', '07_Gender: Agender', '11_Gender: Gender fluid']",['04_Sexualität: Pansexuell'],DK02x03_Gender: Nennung 3,Du willst nur anders sein als alle anderen 
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK02x03_Gender: Nennung 3,"Es ist super, wenn du ruhig und fleissig bist - so bist du für dein Umfeld angenehm"
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK02x04_Gender: Nennung 4,als minderwertig angesehen
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02x04_Gender: Nennung 4,"Fetischisierung von trans* Personen, Menschen die einen haben wollen nur weil mensch trans ist und die das dann irgendwie exotisch finden "
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK02x04_Gender: Nennung 4,"Als Mann darf man seinen Freunden nicht sagen, dass man sie liebt. Das ist nämlich schwul"
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK02x04_Gender: Nennung 4,"Pronomen sind heutzutage einfach ein Trend, wovon man so viele und besondere wie möglich haben will"
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK02x04_Gender: Nennung 4,"""Zieh dir doch ne Hose an, wenn dir Kleider nicht gefallen"" (-> die Vorstellung, Gender-Trouble wäre nur eine äußerliche Sache, keine körperliche)"
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK02x04_Gender: Nennung 4,"Diskriminierung und Hürden bzgl meiner Geschlechtsidentität abzubauen sei zu viel von mir erwartet (da kompliziert, es gibt größere Probleme, es lenkt von Verbesserungen für andere Menschengruppen ab)"
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK02x04_Gender: Nennung 4,"Personen waren überrascht, dass ich nicht so exzentrisch und laut bin wie Transpersonen das doch 'normalerweise' sind."
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK02x04_Gender: Nennung 4,trans Männer sollten sexistische Witze lustig finden
['05_Gender: Nicht Binär'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK02x04_Gender: Nennung 4,Neopronomen und genderstern machen die Sprache kaputt
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK02x04_Gender: Nennung 4,aussehen (wollen)
"['05_Gender: Nicht Binär', '07_Gender: Agender', '11_Gender: Gender fluid']",['04_Sexualität: Pansexuell'],DK02x04_Gender: Nennung 4,Es gibt eigentlich nur zwei geschlechter
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK02x05_Gender: Nennung 5,sexualisiert
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02x05_Gender: Nennung 5,"Das Stereotyp der angry trans person, die sich ""ohne Grund"" beschwert darüber wenn Menschen sie falsch ansprechen und aus ner Fliege nen Elefanten macht"
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK02x05_Gender: Nennung 5,Das machst du auch nur für die Aufmerksamkeit
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK02x05_Gender: Nennung 5,"Personen, die wissen, dass ich trans bin, sind überrascht, dass Fremde mir das nicht sofort 'ansehen'."
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK02x05_Gender: Nennung 5,trans Männer sind nur Frauen in Verkleidung
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK02x06_Gender: Nennung 6,zu emotional
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02x06_Gender: Nennung 6,Das Stereotyp dass ich als beratende Person in der Trans* Beratung ja die Kinder auch trans machen könnte 
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK02x07_Gender: Nennung 7,nicht vernünftig/rational
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02x07_Gender: Nennung 7,"Das Vorurteil dass ich einfach nur verwirrt sei, eine verirrte Frau die einfach psychische Probleme hat -> Verquickung mit psychischer Gesundheit"
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK02x08_Gender: Nennung 8,"Vorurteile zu geschlechtsstereotpyischem Verhalten in der neuen wahrgenommenen Rolle (wie du willst immer noch backen? Das ist ein ""Frauen-Hobby"", bah.) "
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK03_Sexualität: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK03_Sexualität: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK03_Sexualität: Anzahl der Nennungen,1.0
['05_Gender: Nicht Binär'],['02_Sexualität: Lesbisch'],DK03_Sexualität: Anzahl der Nennungen,1.0
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03_Sexualität: Anzahl der Nennungen,9.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '07_Sexualität: Queer']",DK03_Sexualität: Anzahl der Nennungen,0.0
['02_Gender: Cis Mann'],"['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK03_Sexualität: Anzahl der Nennungen,1.0
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']","['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK03_Sexualität: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK03_Sexualität: Anzahl der Nennungen,1.0
['11_Gender: Gender fluid'],"['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell']",DK03_Sexualität: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK03_Sexualität: Anzahl der Nennungen,2.0
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK03_Sexualität: Anzahl der Nennungen,2.0
['02_Gender: Cis Mann'],['01_Sexualität: Schwul'],DK03_Sexualität: Anzahl der Nennungen,1.0
['14_Gender: Keine Angabe'],['03_Sexualität: Bisexuell'],DK03_Sexualität: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK03_Sexualität: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK03_Sexualität: Anzahl der Nennungen,2.0
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK03_Sexualität: Anzahl der Nennungen,4.0
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK03_Sexualität: Anzahl der Nennungen,1.0
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK03_Sexualität: Anzahl der Nennungen,7.0
"['01_Gender: Cis Frau', '02_Gender: Cis Mann', '05_Gender: Nicht Binär', '06_Gender: Inter']","['01_Sexualität: Schwul', '02_Sexualität: Lesbisch', '03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK03_Sexualität: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell']",DK03_Sexualität: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03_Sexualität: Anzahl der Nennungen,3.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK03_Sexualität: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03_Sexualität: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK03_Sexualität: Anzahl der Nennungen,0.0
['02_Gender: Cis Mann'],['01_Sexualität: Schwul'],DK03_Sexualität: Anzahl der Nennungen,0.0
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK03_Sexualität: Anzahl der Nennungen,4.0
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK03_Sexualität: Anzahl der Nennungen,5.0
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']","['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell', '06_Sexualität: Demisexuell']",DK03_Sexualität: Anzahl der Nennungen,2.0
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK03_Sexualität: Anzahl der Nennungen,2.0
['03_Gender: Trans Frau'],['02_Sexualität: Lesbisch'],DK03_Sexualität: Anzahl der Nennungen,0.0
"['03_Gender: Trans Frau', '10_Gender: Andere']","['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK03_Sexualität: Anzahl der Nennungen,0.0
"['05_Gender: Nicht Binär', '12_Gender: Gender queer']","['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK03_Sexualität: Anzahl der Nennungen,2.0
['03_Gender: Trans Frau'],"['02_Sexualität: Lesbisch', '03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK03_Sexualität: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell']",DK03_Sexualität: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03_Sexualität: Anzahl der Nennungen,1.0
['12_Gender: Gender queer'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK03_Sexualität: Anzahl der Nennungen,4.0
['05_Gender: Nicht Binär'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK03_Sexualität: Anzahl der Nennungen,1.0
['07_Gender: Agender'],['04_Sexualität: Pansexuell'],DK03_Sexualität: Anzahl der Nennungen,1.0
['04_Gender: Trans Mann'],['03_Sexualität: Bisexuell'],DK03_Sexualität: Anzahl der Nennungen,3.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03_Sexualität: Anzahl der Nennungen,2.0
['04_Gender: Trans Mann'],['06_Sexualität: Demisexuell'],DK03_Sexualität: Anzahl der Nennungen,1.0
['04_Gender: Trans Mann'],['10_Sexualität: Keine Angabe'],DK03_Sexualität: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '05_Sexualität: Asexuell']",DK03_Sexualität: Anzahl der Nennungen,6.0
['10_Gender: Andere'],['01_Sexualität: Schwul'],DK03_Sexualität: Anzahl der Nennungen,4.0
['05_Gender: Nicht Binär'],"['05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK03_Sexualität: Anzahl der Nennungen,0.0
"['02_Gender: Cis Mann', '07_Gender: Agender', '11_Gender: Gender fluid']",['05_Sexualität: Asexuell'],DK03_Sexualität: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK03_Sexualität: Anzahl der Nennungen,1.0
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK03_Sexualität: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],['08_Sexualität: Andere'],DK03_Sexualität: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03_Sexualität: Anzahl der Nennungen,1.0
['02_Gender: Cis Mann'],['04_Sexualität: Pansexuell'],DK03_Sexualität: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK03_Sexualität: Anzahl der Nennungen,0.0
['05_Gender: Nicht Binär'],['07_Sexualität: Queer'],DK03_Sexualität: Anzahl der Nennungen,0.0
"['05_Gender: Nicht Binär', '07_Gender: Agender', '11_Gender: Gender fluid']",['04_Sexualität: Pansexuell'],DK03_Sexualität: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03_Sexualität: Anzahl der Nennungen,2.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell']",DK03_Sexualität: Anzahl der Nennungen,4.0
['05_Gender: Nicht Binär'],"['06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK03_Sexualität: Anzahl der Nennungen,2.0
['02_Gender: Cis Mann'],['09_Sexualität: Heterosexuell'],DK03_Sexualität: Anzahl der Nennungen,1.0
['01_Gender: Cis Frau'],"['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell']",DK03_Sexualität: Anzahl der Nennungen,0.0
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK03x01_Sexualität: Nennung 1,Das zwei Frauen keinen richtigen Sex haben können 
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '07_Sexualität: Queer']",DK03x01_Sexualität: Nennung 1,fallen mir gerade keine ein
['01_Gender: Cis Frau'],['02_Sexualität: Lesbisch'],DK03x01_Sexualität: Nennung 1,dasselbe wie bei Frage 8
['05_Gender: Nicht Binär'],['02_Sexualität: Lesbisch'],DK03x01_Sexualität: Nennung 1,"""Du bist doch lesbisch gell? Wie hot findest du sie?"" (zeigt auf random Person in der Annahme dass man gleich was von jedem will)"
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x01_Sexualität: Nennung 1,Ich würde nur Aufmerksamkeit wollen
['02_Gender: Cis Mann'],"['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK03x01_Sexualität: Nennung 1,"Transvestiten sind eigentlich schwul, trauen sich aber nicht das anzuerkennen und müssen deshalb die Frau ""spielen"""
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']","['03_Sexualität: Bisexuell', '04_Sexualität: Pansexuell', '06_Sexualität: Demisexuell', '07_Sexualität: Queer']",DK03x01_Sexualität: Nennung 1,s. vorher
['01_Gender: Cis Frau'],['05_Sexualität: Asexuell'],DK03x01_Sexualität: Nennung 1,Ich existiere nicht
['11_Gender: Gender fluid'],"['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell']",DK03x01_Sexualität: Nennung 1,Zur Asexualität: Ich habe angeblich noch nicht den Richtigen gefunden.
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell']",DK03x01_Sexualität: Nennung 1,"Du kannst nicht lesbisch sein, du bist zu feminin "
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK03x01_Sexualität: Nennung 1,Vorurteil dass ich nur weil ich auf mehrere/ unterschiedliche Menschen stehen kann mich einfach nicht entscheiden kann
['02_Gender: Cis Mann'],['01_Sexualität: Schwul'],DK03x01_Sexualität: Nennung 1,Du redest schwul 
['14_Gender: Keine Angabe'],['03_Sexualität: Bisexuell'],DK03x01_Sexualität: Nennung 1,Mir wird meine Sexualität nicht geglaubt
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK03x01_Sexualität: Nennung 1,weil ich fußball spiele und bouldere (ich schwöre da wusste ich es noch nicht) gehen immer allso sofort davon aus dass ich gay bin - stimmt auch aber die vorschnelle beurteilung ist irgendwie auch kacke
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK03x01_Sexualität: Nennung 1,"Wenn du auch auf Frauen stehst, kannst du aber doch gar keine Kinder haben und keine Familie gründen."
['02_Gender: Cis Mann'],['05_Sexualität: Asexuell'],DK03x01_Sexualität: Nennung 1,"Ich sei schwul, da ich nicht auf Frauen stehe. Da jeder Mann, der nicht auf Frauen steht, schwul sein muss, bin ich es also auch"
['01_Gender: Cis Frau'],"['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer']",DK03x01_Sexualität: Nennung 1,Dass asexuelle Personen nicht zur LGBTQ Gemeinschaft gehören / kein Recht auf diese Identität haben
"['13_Gender: Trans Person', '05_Gender: Nicht Binär', '07_Gender: Agender']","['02_Sexualität: Lesbisch', '05_Sexualität: Asexuell', '07_Sexualität: Queer', '08_Sexualität: Andere']",DK03x01_Sexualität: Nennung 1,"Man kann sich nie sicher sein, ob es nicht vielleicht doch irgendwo einen Mann gibt, in den man sich verliebt "
['05_Gender: Nicht Binär'],['04_Sexualität: Pansexuell'],DK03x01_Sexualität: Nennung 1,Hypersexuell
['01_Gender: Cis Frau'],['07_Sexualität: Queer'],DK03x01_Sexualität: Nennung 1,Lesben ziehen nach dem zweiten Date zusammen
['01_Gender: Cis Frau'],['03_Sexualität: Bisexuell'],DK03x01_Sexualität: Nennung 1,Lieber wenn man einen Mann nach Hause bringt
['02_Gender: Cis Mann'],['03_Sexualität: Bisexuell'],DK03x01_Sexualität: Nennung 1,Mir wurde die Männlichkeit abgesprochen 
"['13_Gender: Trans Person', '05_Gender: Nicht Binär']",['07_Sexualität: Queer'],DK03x01_Sexualität: Nennung 1,"Du hattest noch nicht den richtigen Mann, "
"['04_Gender: Trans Mann', '13_Gender: Trans Person', '05_Gender: Nicht Binär']","['04_Sexualität: Pansexuell', '05_Sexualität: Asexuell', '06_Sexualität: Demisexuell']",DK03x01_Sexualität: Nennung 1,Meine Traumata MÜSSEN Einfluss auf meine Sexualität gehabt haben
"['05_Gender: Nicht Binär', '07_Gender: Agender']",['04_Sexualität: Pansexuell'],DK03x01_Sexualität: Nennung 1,"Typisierung aufgrund von Aussehen (bspw. boschikoreres Aussehen = klar, Lesbe)"
"['05_Gender: Nicht Binär', '12_Gender: Gender queer']","['03_Sexualität: Bisexuell', '07_Sexualität: Queer']",DK03x01_Sexualität: Nennung 1,"""Du kannst dich nur nicht entscheiden"""
